track.id,track.name,track.popularity,track.album.album_type,track.duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.album.release_date,tag
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,80,album,269186,0.773,0.819,-5.946,0.118,0.428,0,0.0679,0.585,92.987,2016-11-25,2010s
6RtPijgfPKROxEzTHNRiDp,Rude,80,album,224840,0.773,0.758,-4.993,0.0381,0.0422,0,0.305,0.925,144.033,2014-06-25,2010s
6v3KW9xbzN5yKLt9YKDYA2,Señorita,80,album,190799,0.759,0.548,-6.049,0.029,0.0392,0,0.0828,0.749,116.967,2019-06-19,2010s
22vgEDb5hykfaTwLuskFGD,Sucker,80,album,181026,0.842,0.734,-5.065,0.0588,0.0427,0,0.106,0.952,137.958,2019-06-07,2010s
4a9tbd947vo9K8Vti9JwcI,Boy With Luv (feat. Halsey),80,album,229773,0.645,0.862,-4.761,0.0845,0.0933,0,0.193,0.803,119.947,2019-04-12,2010s
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,80,single,212862,0.612,0.84,-3.145,0.0509,0.112,0,0.116,0.438,129.042,2012-09-14,2010s
2bL2gyO6kBdLkNSkxXNh6x,Animals,80,album,231013,0.279,0.742,-6.46,0.0898,1.85e-4,0,0.593,0.328,189.868,2014-09-02,2010s
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,80,album,260285,0.681,0.174,-8.745,0.0315,0.837,3.35e-5,0.0983,0.231,112.672,2018-03-09,2010s
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,90,album,200040,0.514,0.73,-5.934,0.0598,0.00146,9.54e-5,0.0897,0.334,171.005,2020-03-20,2020s
2N8m6CYs74qQO4mjVcXO30,Dance Monkey,75,album,209438,0.824,0.587,-6.401,0.0937,0.69,1.05e-4,0.149,0.514,98.029,2021-07-16,2020s
0nbXyq5TXYPCO7pr3N8S4I,The Box,80,album,196652,0.896,0.586,-6.687,0.0559,0.104,0,0.79,0.642,116.971,2019-12-06,2020s
2Wo6QQD1KMDWeFkkjLqwx5,Roses - Imanbek Remix,58,single,176218,0.785,0.721,-5.457,0.0506,0.0149,0.00432,0.285,0.894,121.962,2019-09-13,2020s
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,81,album,183290,0.793,0.793,-4.521,0.083,0.0123,0,0.0951,0.679,123.95,2020-03-27,2020s
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),79,album,181733,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,2020-04-17,2020s
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,88,album,174000,0.548,0.816,-4.209,0.0465,0.122,0,0.335,0.557,95.39,2019-12-13,2020s
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),82,single,173333,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,2020-02-08,2020s
0Aqi7ArnBrGblW5T6p2jmD,Falling,78,album,159381,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,2020-03-26,2020s
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,87,album,182160,0.501,0.405,-5.679,0.0319,0.751,0,0.105,0.446,109.891,2019-05-17,2020s
7k4t7uLgtOxPwTpFmtJNTY,Tusa,76,single,200960,0.803,0.715,-3.28,0.298,0.295,1.34e-4,0.0574,0.574,101.085,2019-11-07,2020s
696DnlkuDOXcMAnKlTgXXK,ROXANNE,77,single,163636,0.621,0.601,-5.616,0.148,0.0522,0,0.46,0.457,116.735,2019-10-10,2020s
21jGcNKet2qwijlDFuPiPb,Circles,85,album,215280,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,2019-09-06,2020s
22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,74,album,162546,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,2020-02-06,2020s
4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),76,album,212866,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,2020-02-14,2020s
466cKvZn1j45IpxDdYZqdA,Toosie Slide,68,album,247058,0.83,0.49,-8.82,0.209,0.289,3.04e-6,0.113,0.845,81.604,2020-05-01,2020s
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,83,album,215106,0.459,0.575,-4.858,0.0573,0.604,0,0.0885,0.183,111.881,2019-11-22,2020s
3Dv1eDb0MEgF93GpLXlucZ,Say So,78,album,237893,0.787,0.673,-4.583,0.159,0.264,3.35e-6,0.0904,0.779,110.962,2019-11-07,2020s
4cktbXiXOapiLBMprHFErI,Memories,84,album,189486,0.775,0.327,-7.241,0.0557,0.841,0,0.0821,0.595,91.05,2021-06-11,2020s
1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),72,album,237918,0.795,0.574,-6.903,0.487,0.067,0,0.15,0.537,142.053,2020-05-15,2020s
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),75,single,171374,0.767,0.481,-8.52,0.0803,0.234,0,0.269,0.761,150.076,2020-06-11,2020s
3jjujdWJ72nww5eGnfs2E7,Adore You,84,album,207133,0.676,0.771,-3.675,0.0483,0.0237,7e-6,0.102,0.569,99.048,2019-12-13,2020s
3H7ihDc1dqLriiWXwsc2po,Breaking Me,77,single,166793,0.789,0.72,-5.652,0.218,0.223,0,0.129,0.664,122.031,2019-12-19,2020s
4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),82,album,140533,0.701,0.716,-3.671,0.0361,0.174,0,0.324,0.732,91.007,2021-03-26,2020s
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,84,single,245425,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,2019-11-13,2020s
6v3KW9xbzN5yKLt9YKDYA2,Señorita,80,album,190799,0.759,0.548,-6.049,0.029,0.0392,0,0.0828,0.749,116.967,2019-06-19,2020s
2Fxmhks0bxGSBdJ92vM42m,bad guy,83,album,194087,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,2019-03-29,2020s
4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),79,single,187541,0.935,0.454,-7.509,0.375,0.0194,0,0.0824,0.357,133.073,2020-08-07,2020s
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,75,album,158571,0.878,0.525,-6.832,0.0578,0.183,0,0.0714,0.694,112.022,2019-01-06,2020s
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),82,album,210800,0.808,0.745,-5.26,0.342,0.145,0,0.292,0.829,165.995,2020-01-17,2020s
16wAOAZ2OkqoIDN7TpChjR,Yummy,69,album,208520,0.676,0.506,-6.652,0.0958,0.345,0,0.118,0.497,145.842,2020-02-14,2020s
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,77,album,221820,0.73,0.729,-3.434,0.0884,0.167,1.39e-6,0.349,0.467,113.011,2020-03-27,2020s
5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,83,album,199053,0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,2020-11-20,2020s
3GZoWLVbmxcBys6g0DLFLf,Supalonely (feat. Gus Dapperton),61,album,223488,0.862,0.631,-4.746,0.0515,0.291,2.09e-4,0.123,0.841,128.978,2020-11-13,2020s
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),76,single,176546,0.674,0.774,-7.567,0.0892,0.0686,0.00188,0.393,0.33,112.05,2019-11-26,2020s
7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),76,album,182200,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,2020-05-29,2020s
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,82,single,175720,0.598,0.427,-8.764,0.0317,0.0546,5.83e-6,0.21,0.0605,76.469,2019-10-04,2020s
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,81,album,157560,0.755,0.522,-4.368,0.0575,0.533,0,0.0685,0.925,89.96,2019-09-06,2020s
1yoMvmasuxZfqHEipJhRbp,Hawái,77,album,199112,0.783,0.727,-3.454,0.389,0.185,2.46e-5,0.0626,0.558,180.067,2020-08-21,2020s
2tnVG71enUj33Ic2nFN6kZ,Ride It,79,single,157605,0.88,0.751,-4.258,0.0874,0.177,6.43e-5,0.106,0.884,117.948,2019-07-26,2020s
6gBFPUFcJLzWGx4lenP6h2,goosebumps,83,album,243836,0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,2016-09-16,2020s
5NyS3oxTlos3Agl2YtZwrC,RITMO (Bad Boys For Life),63,album,214854,0.732,0.716,-6.968,0.0561,0.0295,7.58e-4,0.73,0.666,105.093,2020-11-02,2020s
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,75,single,165977,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,2020-04-24,2020s
2DEZmgHKAvm41k4J3R2E9Y,Safaera,79,album,295176,0.607,0.829,-4.074,0.379,0.0103,0,0.107,0.685,96.172,2020-02-29,2020s
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),88,single,200185,0.351,0.296,-10.109,0.0333,0.934,0,0.095,0.12,115.284,2018-04-19,2020s
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,84,album,239835,0.511,0.566,-7.23,0.2,0.349,0,0.34,0.218,83.903,2018-12-10,2020s
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),82,single,228482,0.597,0.45,-6.658,0.0418,0.223,0,0.382,0.537,178.765,2020-05-08,2020s
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),77,single,208687,0.464,0.473,-10.086,0.129,0.866,0,0.109,0.604,75.801,2019-10-17,2020s
3AzjcOeAmA57TIOr9zF1ZW,Physical,75,album,193829,0.647,0.844,-3.756,0.0457,0.0137,6.58e-4,0.102,0.746,146.967,2020-03-27,2020s
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,82,album,312820,0.834,0.73,-3.714,0.222,0.00513,0,0.124,0.446,155.008,2018-08-03,2020s
5wANPM4fQCJwkGd4rN57mH,drivers license,86,album,242013,0.561,0.431,-8.81,0.0578,0.768,1.42e-5,0.106,0.137,143.875,2021-05-21,2020s
1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),82,album,137704,0.593,0.503,-6.725,0.22,0.293,0,0.405,0.71,178.781,2021-09-17,2020s
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),85,album,141805,0.591,0.764,-5.484,0.0483,0.0383,0,0.103,0.478,169.928,2021-07-23,2020s
4ZtFanR9U6ndgddUvNcjcG,good 4 u,86,album,178146,0.563,0.664,-5.044,0.154,0.335,0,0.0849,0.688,166.928,2021-05-21,2020s
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),84,album,203064,0.702,0.825,-3.787,0.0601,0.00883,0,0.0674,0.915,102.977,2020-03-27,2020s
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),84,album,198081,0.677,0.696,-6.181,0.119,0.321,0,0.42,0.464,90.03,2021-03-19,2020s
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),80,album,208666,0.764,0.705,-3.463,0.0284,0.259,8.92e-5,0.12,0.781,110.97,2021-06-25,2020s
02MWAaffLxlfxAUY7c5dvx,Heat Waves,86,album,238805,0.761,0.525,-6.9,0.0944,0.44,6.7e-6,0.0921,0.531,80.87,2020-08-06,2020s
3Wrjm47oTz2sjIgck11l5e,Beggin',85,album,211560,0.714,0.8,-4.808,0.0504,0.127,0,0.359,0.589,134.002,2017-12-08,2020s
6E90gq0KO6FYZVOXx8kCcC,Astronaut In The Ocean,71,album,132780,0.778,0.695,-6.865,0.0913,0.175,0,0.15,0.472,149.996,2021-09-10,2020s
4MzXwWMhyBbmu6hOcLVD49,DÁKITI,80,album,205090,0.731,0.573,-10.059,0.0544,0.401,5.22e-5,0.113,0.145,109.928,2020-11-27,2020s
5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),80,album,212352,0.741,0.691,-7.395,0.0672,0.0221,0,0.0476,0.892,150.087,2021-09-17,2020s
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,86,album,230746,0.807,0.893,-3.745,0.0347,0.0451,2.79e-5,0.366,0.537,126.011,2021-10-29,2020s
5QO79kh1waicV47BqGRL3g,Save Your Tears,88,album,215626,0.68,0.826,-5.487,0.0309,0.0212,1.24e-5,0.543,0.644,118.051,2020-03-20,2020s
6jjYDGxVJsWS0a5wlVF5vS,Butter,81,album,164952,0.759,0.459,-5.187,0.0948,0.00323,0,0.0788,0.695,109.997,2022-06-10,2020s
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,83,album,242096,0.586,0.616,-7.964,0.0324,0.182,0,0.0927,0.719,148.088,2021-11-11,2020s
6HU7h9RYOaPRFeh0R3UeAr,deja vu,86,album,215506,0.442,0.612,-7.222,0.112,0.584,5.7e-6,0.37,0.178,180.917,2021-05-21,2020s
3rdAz1fbUfZxYgaCviYhRo,Todo De Ti,77,album,199604,0.78,0.719,-3.613,0.0506,0.302,1.96e-4,0.0931,0.336,127.962,2021-12-10,2020s
6f3Slt0GbA2bPZlz0aIFXN,The Business,81,single,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,2020-09-16,2020s
2JPLbjOn0wPCngEot2STUS,Yonaguni,86,single,206710,0.644,0.648,-4.601,0.118,0.276,0,0.135,0.44,179.951,2021-06-04,2020s
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,80,single,169153,0.824,0.862,-3.424,0.126,0.0076,1.32e-4,0.303,0.801,122.98,2021-01-15,2020s
6tDDoYIxWvMLTdKpjFkc1B,telepatía,81,album,160191,0.653,0.524,-9.016,0.0502,0.112,0,0.203,0.553,83.97,2020-12-04,2020s
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,78,album,161384,0.662,0.413,-7.357,0.0299,0.213,0,0.134,0.467,93.005,2020-11-06,2020s
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,83,album,198370,0.449,0.465,-8.964,0.0791,0.524,1.02e-6,0.303,0.543,89.087,2020-03-27,2020s
5CZ40GBx1sQ9agT82CLQCT,traitor,86,album,229226,0.38,0.339,-7.885,0.0338,0.691,0,0.12,0.0849,100.607,2021-05-21,2020s
2B4GHvToeLTOBB4QLzW3Ni,Pepas,73,album,287120,0.762,0.766,-3.955,0.0343,0.00776,6.98e-5,0.128,0.442,130.001,2021-10-01,2020s
35mvY5S1H3J2QZyna3TFe0,positions,83,album,172324,0.737,0.802,-4.771,0.0878,0.468,0,0.0931,0.682,144.015,2020-10-30,2020s
1xK1Gg9SxG8fy2Ya373oqb,Bandido,74,single,232853,0.713,0.617,-4.637,0.0887,0.122,0,0.0962,0.682,168.021,2020-12-10,2020s
4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,82,album,173346,0.75,0.608,-4.008,0.0387,0.00165,0,0.178,0.958,132.507,2021-03-19,2020s
18vXApRmJSgQ6wG2ll9AOg,RAPSTAR,81,album,165925,0.789,0.536,-6.862,0.242,0.41,0,0.129,0.437,81.039,2021-06-11,2020s
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,81,album,203200,0.856,0.618,-4.892,0.286,0.0303,0,0.0866,0.391,81.993,2020-11-27,2020s
60ynsPSSKe6O3sfwRnIBRf,Streets,82,album,226986,0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,2019-11-07,2020s
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,92,album,240400,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,2013-04-19,2020s
7Bk0uXKk1uPT0XuQbpFzvs,Fiel,73,album,261665,0.849,0.701,-4.407,0.06,0.407,0,0.112,0.505,98.005,2021-02-04,2020s
3Vi5XqYrmQgOYBajMWSvCi,Need to Know,82,album,210560,0.664,0.609,-6.509,0.0707,0.304,0,0.0926,0.194,130.041,2021-06-25,2020s
7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",76,album,195428,0.8,0.658,-6.142,0.079,0.25,0,0.111,0.462,140.042,2020-08-28,2020s
6Uj1ctrBOjOas8xZXGqKk4,Woman,87,album,172626,0.824,0.764,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,2021-06-25,2020s
1J14CdDAvBTE1AJYUOwl6C,Arcade,75,album,185146,0.453,0.35,-11.639,0.0425,0.827,0.00122,0.144,0.279,72.017,2020-11-12,2020s
3YJJjQPAbDT7mGpX3WtQ9A,Good Days,81,single,279204,0.436,0.655,-8.37,0.0583,0.499,8.1e-6,0.688,0.412,121.002,2020-12-25,2020s
6D2TCm4nf5nxAcdGJ7w3QP,Qué Más Pues?,75,album,217360,0.903,0.817,-3.972,0.095,0.0272,3.11e-4,0.242,0.732,102.014,2021-09-10,2020s
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),78,single,166028,0.734,0.874,-3.158,0.0662,0.168,1.14e-5,0.0489,0.905,122.953,2020-07-03,2020s
6Im9k8u9iIzKMrmV7BWtlF,34+35,80,album,173710,0.83,0.585,-6.476,0.094,0.237,0,0.248,0.485,109.978,2020-10-30,2020s
45bE4HXI0AwGZXfZtMp8JR,you broke me first,83,single,169265,0.667,0.373,-9.389,0.05,0.785,0,0.0906,0.0823,124.148,2020-04-17,2020s
2rCbl9naJYhaxjLsfx88uM,Pareja Del Año,76,single,195053,0.715,0.622,-5.102,0.046,0.163,0,0.0948,0.808,80.015,2021-04-16,2020s
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,97,album,200690,0.637,0.643,-6.571,0.0519,0.13,1.8e-6,0.142,0.533,97.008,2022-10-21,2020s
5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,90,single,232114,0.686,0.507,-7.097,0.0357,0.626,7.51e-5,0.383,0.69,168.955,2022-06-29,2020s
1bDbXMyjaUIooNwFE9wn0N,Rich Flex,95,album,239359,0.561,0.52,-9.342,0.244,0.0503,1.86e-6,0.355,0.424,153.15,2022-11-04,2020s
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),100,single,156943,0.714,0.472,-7.375,0.0864,0.013,4.51e-6,0.266,0.238,131.121,2022-09-22,2020s
5unjCay0kUjuej5ebn4nS4,Down In Atlanta,80,single,164041,0.851,0.819,-5.173,0.212,0.337,1.53e-4,0.0658,0.903,83.154,2022-11-18,2020s
0QHEIqNKsMoOY5urbzN48u,Made You Look,91,album,134256,0.838,0.525,-3.562,0.0665,0.345,1.92e-6,0.0771,0.884,144.981,2022-10-21,2020s
2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,87,album,260253,0.582,0.525,-7.163,0.0627,0.111,0,0.134,0.51,133.249,2016-11-25,2020s
35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,90,single,196519,0.247,0.299,-6.083,0.0315,0.899,0,0.131,0.172,177.115,2022-10-28,2020s
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,93,single,132630,0.571,0.544,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052,2022-07-20,2020s
3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,91,album,174782,0.643,0.363,-11.738,0.0767,0.69,5.17e-5,0.115,0.23,139.865,2022-10-21,2020s
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,88,single,177720,0.539,0.508,-6.05,0.0288,0.727,0,0.174,0.227,101.358,2021-09-01,2020s
26hOm7dTtBi0TdpDGl141t,Die For You,89,album,211666,0.472,0.518,-7.379,0.051,0.383,0.127,0.289,0.154,147.805,2022-11-04,2020s
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,95,album,243716,0.65,0.715,-5.198,0.253,0.0993,2.91e-4,0.126,0.187,106.672,2022-05-06,2020s
34ZAzO78a5DAVNrYIGWcPm,Shirt,89,single,181830,0.824,0.453,-9.604,0.0968,0.146,0.0273,0.0896,0.552,119.959,2022-10-28,2020s
4LRPiXqCikLlN15c3yImP7,As It Was,93,single,167303,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,2022-03-31,2020s
6BePGk3eCan4FqaW2X8Qy3,10:35,83,single,172252,0.696,0.793,-5.733,0.097,0.0683,3.78e-6,0.18,0.698,120.003,2022-11-03,2020s
4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,88,single,123890,0.486,0.545,-7.924,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,2022-10-17,2020s
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,88,single,228013,0.369,0.192,-12.151,0.04,0.555,8.35e-6,0.0954,0.148,175.212,2022-04-22,2020s
18zQTt3ifDv6iLni2YuXMg,Born Again,79,album,213333,0.465,0.26,-8.179,0.031,0.475,0,0.138,0.259,116.642,2022-11-11,2020s
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),89,album,192840,0.733,0.67,-6.009,0.0751,0.121,0,0.121,0.472,100.964,2022-06-03,2020s
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,95,single,148485,0.704,0.797,-5.927,0.0475,0.0826,7.45e-4,0.0546,0.825,139.994,2022-05-13,2020s
5odlY52u43F5BjByhxg7wg,golden hour,88,album,209259,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,2022-09-23,2020s
27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,87,single,99282,0.9,0.509,-6.647,0.257,0.115,1.67e-6,0.0937,0.765,100.007,2022-05-19,2020s
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),97,single,175238,0.561,0.965,-3.673,0.0343,0.00383,7.07e-6,0.371,0.304,128.04,2022-08-26,2020s
4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,88,single,170977,0.95,0.891,-2.653,0.241,0.0645,1.77e-5,0.309,0.912,133.01,2022-08-12,2020s
28n8z9IQKyjMPxmvYMBqZa,The Kind of Love We Make,80,single,224426,0.608,0.745,-4.13,0.0277,0.0226,6.47e-6,0.0942,0.464,102.025,2022-06-17,2020s
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),87,album,216680,0.697,0.336,-10.395,0.0424,0.598,0.00528,0.107,0.31,82.029,2022-04-08,2020s
6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,75,single,173182,0.935,0.807,-3.838,0.114,0.0514,0,0.349,0.813,106.017,2021-09-24,2020s
2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),90,album,242026,0.749,0.63,-6.652,0.116,0.0623,0,0.353,0.445,122.03,2022-11-04,2020s
0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),87,single,182906,0.801,0.601,-7.574,0.255,0.0777,3.23e-5,0.145,0.74,159.969,2022-05-06,2020s
4vVjPTApwXZwB2H3mBq3ml,HOTEL LOBBY (Unc & Phew),78,album,142657,0.825,0.649,-4.297,0.169,0.117,0,0.232,0.143,127.978,2022-10-07,2020s
1PckUlxKqWQs3RlWXVBLw3,About Damn Time,86,single,191822,0.836,0.743,-6.305,0.0656,0.0995,0,0.335,0.722,108.966,2022-04-14,2020s
54ipXppHLA8U4yqpOFTUhr,Bones,85,album,165264,0.772,0.75,-3.67,0.0455,0.0201,0,0.074,0.587,114.061,2022-07-01,2020s
0XER3HPMx223xWaAgNKp4Y,My Mind & Me,84,single,147597,0.6,0.389,-5.727,0.0337,0.566,0,0.0826,0.244,143.577,2022-11-03,2020s
4h4QlmocP3IuwYEj2j14p8,Sunroof,89,single,163025,0.768,0.714,-5.11,0.0401,0.352,0,0.15,0.842,131.443,2021-12-03,2020s
78Sw5GDo6AlGwTwanjXbGh,Here With Me,87,single,242484,0.574,0.469,-8.209,0.0254,0.534,9.21e-5,0.128,0.288,132.023,2022-09-22,2020s
5ww2BF9slyYgNOk37BlC4u,La Bachata,97,single,162637,0.835,0.679,-5.329,0.0364,0.583,1.98e-6,0.218,0.85,124.98,2022-05-26,2020s
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,93,album,225388,0.78,0.689,-5.668,0.141,0.0368,9.69e-6,0.0698,0.642,115.042,2022-07-29,2020s
0GNVXNz7Jkicfk2mp5OyG5,Stick Season,78,single,182346,0.664,0.5,-6.935,0.0651,0.799,0,0.0966,0.801,117.896,2022-07-08,2020s
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),90,album,218364,0.529,0.673,-4.711,0.175,3.07e-4,2.41e-6,0.093,0.366,165.921,2022-06-17,2020s
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92,single,239317,0.801,0.806,-5.206,0.0381,0.382,6.69e-4,0.114,0.802,106.999,2022-08-25,2020s
4686eQ81DEswHa90bcdlC9,Rock and A Hard Place,82,single,207540,0.582,0.568,-7.3,0.0275,0.577,0,0.105,0.394,121.991,2022-06-10,2020s
4cacyP5c3PMlfnyjpg13xW,Betty (Get Money),82,single,146470,0.723,0.772,-6.784,0.0792,0.00524,1.15e-5,0.367,0.58,102.004,2022-06-10,2020s
37vVp2sWHuuIBOSl1NswP6,i'm yours,82,single,145667,0.398,0.705,-7.07,0.0756,0.204,5.13e-5,0.443,0.635,111.487,2022-10-28,2020s
38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),89,single,210575,0.637,0.715,-4.971,0.0455,0.148,0,0.0892,0.308,141.872,2022-09-22,2020s
7KXVIAuw3m2hxZanrpSXS3,Tomorrow 2 (with Cardi B),81,single,209811,0.791,0.818,-3.93,0.406,0.0695,0,0.114,0.693,159.922,2022-09-23,2020s
6CDzDgIUqeDY5g8ujExx2f,Heat Waves,83,single,238805,0.761,0.525,-6.9,0.0944,0.44,6.7e-6,0.0921,0.531,80.87,2020-06-29,2020s
4OmfWzukSVD140NiAIEjem,Static,85,album,156506,0.335,0.305,-12.661,0.0741,0.434,0.631,0.101,0.215,79.001,2022-07-15,2020s
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,95,album,178567,0.911,0.712,-5.105,0.0817,0.0901,2.68e-5,0.0933,0.425,92.005,2022-05-06,2020s
2RJAKIw6nIkgZVsAIKhmqz,In My Head,84,single,192000,0.633,0.548,-5.634,0.0467,0.269,0,0.16,0.35,160.011,2022-10-28,2020s
4saklk6nie3yiGePpBwUoc,Dynamite,10,album,199053,0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,2020-11-20,2020s
6HlE9t71z9DjGi7KqSyEpA,Deep End,67,single,141223,0.711,0.592,-7.136,0.23,0.758,0,0.156,0.535,124.749,2020-07-31,2020s
20McUFi8KCIVdNDLrkTDuZ,Goosebumps,73,single,163208,0.767,0.659,-7.429,0.0444,0.325,0,0.13,0.439,124.946,2020-06-12,2020s
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,79,single,176840,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,2019-10-09,2020s
2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,77,single,157066,0.878,0.619,-5.56,0.102,0.0533,0,0.113,0.639,136.041,2019-06-21,2020s
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,80,album,160000,0.709,0.548,-8.493,0.353,0.65,1.59e-6,0.133,0.543,83.995,2020-07-03,2020s
