"","track.name","track.album.release_date","track.popularity","track.album.album_type","track.duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","Playlist"
"1","Take on Me","1985-06-01",85,"album",225280,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,"Edy"
"2","Dancin (feat. Luvli) - Krono Remix","2014-11-07",77,"single",198053,0.72,0.741,-6.529,0.0287,0.101,1.41e-05,0.289,0.357,119.896,"Edy"
"3","Dancing Queen","1976",82,"album",230400,0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,"Edy"
"4","Knowing Me, Knowing You","1976",63,"album",241920,0.546,0.733,-7.073,0.0299,0.0399,1.11e-06,0.235,0.91,107.285,"Edy"
"5","Take A Chance On Me","1977",73,"album",243933,0.684,0.675,-8.123,0.0257,0.163,0,0.242,0.924,107.064,"Edy"
"6","Mamma Mia - Spanish Version","1980",40,"compilation",213400,0.719,0.674,-9.066,0.0336,0.366,0,0.279,0.784,137.721,"Edy"
"7","Lay All Your Love On Me","1980",73,"album",274466,0.678,0.727,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,"Edy"
"8","Super Trouper","1980",70,"album",252853,0.764,0.626,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,118.34,"Edy"
"9","I Have A Dream","1979",62,"album",285413,0.549,0.374,-12.049,0.0244,0.6,0,0.178,0.439,104.311,"Edy"
"10","The Winner Takes It All","1980",74,"album",294720,0.454,0.788,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,"Edy"
"11","Money, Money, Money","1976",66,"album",186426,0.787,0.704,-6.873,0.0385,0.535,0.00305,0.089,0.646,120.701,"Edy"
"12","SOS","2008-01-01",68,"compilation",201360,0.393,0.719,-4.773,0.0279,0.0629,0.00432,0.219,0.497,124.353,"Edy"
"13","Chiquitita - Spanish Version","1980",57,"compilation",333133,0.549,0.502,-9.11,0.0292,0.514,0,0.222,0.398,84.287,"Edy"
"14","Voulez-Vous","1979",68,"album",309173,0.708,0.774,-6.931,0.0372,0.149,0.00109,0.169,0.903,126.636,"Edy"
"15","Gimme! Gimme! Gimme! (A Man After Midnight)","1979",81,"album",292613,0.749,0.491,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,"Edy"
"16","Does Your Mother Know","1979",65,"album",193440,0.728,0.865,-5.68,0.0364,0.151,2.43e-05,0.0906,0.975,135.571,"Edy"
"17","One Of Us","1981",56,"album",237013,0.652,0.397,-15.245,0.0385,0.478,0.000946,0.0679,0.858,82.235,"Edy"
"18","Waterloo - Swedish Version","1974-03-04",24,"album",166066,0.465,0.846,-5.636,0.038,0.791,3.57e-05,0.109,0.801,147.561,"Edy"
"19","Honey Honey - Swedish Version","1974-03-04",21,"album",177613,0.485,0.711,-8.737,0.0537,0.275,7.89e-06,0.6,0.668,138.186,"Edy"
"20","Back In Black","1980-07-25",83,"album",255493,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,"Edy"
"21","You Shook Me All Night Long","1980-07-25",80,"album",210173,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,"Edy"
"22","Rock and Roll Ain't Noise Pollution","1980-07-25",63,"album",266040,0.576,0.659,-5.617,0.0383,0.041,0,0.0587,0.717,94.853,"Edy"
"23","Anything Goes","2008-10-20",44,"album",202160,0.605,0.9,-2.717,0.0291,0.000522,0.0271,0.0466,0.467,120.895,"Edy"
"24","Highway to Hell","1979-07-27",84,"album",208400,0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,"Edy"
"25","Thunderstruck","1990-09-24",83,"album",292880,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,"Edy"
"26","William Tell: Overture","2021-10-08",19,"compilation",183040,0.319,0.413,-16.003,0.0425,0.954,0.938,0.151,0.579,171.011,"Edy"
"27","Set Fire to the Rain","2011-01-24",78,"album",242973,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,"Edy"
"28","I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack","1998-06-23",73,"compilation",298760,0.383,0.662,-5.162,0.0333,0.165,0,0.248,0.138,121.154,"Edy"
"29","Cryin'","1993-01-01",71,"album",308333,0.445,0.856,-3.674,0.0327,0.000202,0.0101,0.367,0.486,105.872,"Edy"
"30","Dream On","2002-07-02",31,"compilation",265093,0.412,0.528,-6.613,0.0259,0.298,5.03e-05,0.332,0.175,79.962,"Edy"
"31","Walk This Way","1975-04-08",74,"album",220400,0.653,0.73,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,"Edy"
"32","Take Over Control (feat. Eva Simons) - Radio Edit","2010-08-12",55,"single",208620,0.716,0.807,-3.621,0.108,0.222,0,0.0935,0.61,130.004,"Edy"
"33","Smack That","2022-03-04",52,"album",212360,0.929,0.778,-4.202,0.0513,0.185,0,0.297,0.941,118.994,"Edy"
"34","Canta Corazón","2011-08-16",36,"compilation",254000,0.729,0.699,-8.086,0.048,0.427,0,0.0853,0.846,104.053,"Edy"
"35","Se Me Va La Voz","2009-01-01",58,"album",240240,0.605,0.711,-5.797,0.0249,0.254,0,0.341,0.435,90.017,"Edy"
"36","Mátalas","2003",61,"album",177226,0.771,0.392,-6.627,0.0751,0.706,0,0.0575,0.8,117.242,"Edy"
"37","Me Dediqué a Perderte","2011-08-16",38,"compilation",232840,0.65,0.443,-9.066,0.0618,0.479,1.4e-06,0.107,0.518,147.87,"Edy"
"38","Si Tú Supieras","2011-08-16",48,"compilation",246506,0.503,0.523,-8.957,0.0296,0.879,7.63e-06,0.376,0.269,86.942,"Edy"
"39","Études, Op. 25: XI. Etude in A Minor ""Winter Wind"". Lento","2015-04-03",1,"compilation",222346,0.324,0.296,-17.033,0.0391,0.975,0.866,0.103,0.0482,125.837,"Edy"
"40","Heroes (we could be)","2015-05-26",71,"album",210013,0.503,0.748,-4.124,0.0619,0.0305,0,0.343,0.356,125.896,"Edy"
"41","Te amo","2008-06-23",47,"single",233493,0.533,0.559,-6.574,0.0321,0.228,0,0.217,0.284,136.037,"Edy"
"42","Dreamland","2020-03-20",52,"album",161258,0.235,0.118,-20.222,0.0318,0.98,0.888,0.125,0.185,167.29,"Edy"
"43","Bluebird","2018-08-31",59,"album",204629,0.448,0.111,-20.606,0.0353,0.991,0.898,0.0974,0.0755,74.76,"Edy"
"44","Monalisa","2015-08-31",59,"album",215153,0.72,0.766,-7.701,0.0482,0.121,0,0.307,0.689,96.005,"Edy"
"45","Glow (feat. Bnann)","2012-09-04",5,"album",422900,0.586,0.741,-4.145,0.0589,0.00575,0.00138,0.068,0.251,124.992,"Edy"
"46","Can't Help Falling In Love - Live At Lake Las Vegas/2005","2006-01-01",49,"album",205182,0.461,0.399,-7.894,0.0244,0.813,0.0138,0.911,0.168,97.381,"Edy"
"47","La Voce Del Silenzio","2007-01-01",31,"compilation",295626,0.253,0.337,-11.027,0.0472,0.827,0.000242,0.112,0.0681,80.992,"Edy"
"48","Sogno - Extended Version","1999-01-01",37,"album",243200,0.223,0.387,-7.163,0.0317,0.876,6.75e-05,0.074,0.117,84.941,"Edy"
"49","Il mare calmo della sera - 2016 Version","2016-11-18",20,"album",278400,0.297,0.431,-7.735,0.0327,0.754,0.000112,0.0748,0.0892,138.248,"Edy"
"50","Canto Della Terra","1999-01-01",37,"album",241364,0.244,0.443,-6.503,0.0318,0.775,8.14e-05,0.0852,0.139,130.132,"Edy"
"51","A Te","2007-01-01",31,"compilation",249360,0.335,0.315,-11.497,0.0313,0.539,0.0011,0.079,0.0483,80.039,"Edy"
"52","Bésame Mucho","2006-01-01",60,"album",241232,0.521,0.502,-8.521,0.0287,0.886,0.02,0.188,0.378,95.028,"Edy"
"53","Mille Lune Mille Onde","2001-01-01",29,"album",239125,0.507,0.592,-5.788,0.0278,0.549,0.000206,0.135,0.199,110.024,"Edy"
"54","Romanza","2016-11-18",27,"album",225786,0.265,0.252,-8.95,0.0355,0.875,2.06e-06,0.11,0.13,75.448,"Edy"
"55","Bellissime Stelle","2007-01-01",26,"compilation",254906,0.276,0.482,-8.527,0.043,0.704,0,0.163,0.212,91.981,"Edy"
"56","Because We Believe","2006-01-01",50,"album",279210,0.163,0.519,-5.71,0.0432,0.53,0.000535,0.0826,0.14,72.847,"Edy"
"57","The Prayer","1999-01-01",24,"album",266927,0.26,0.366,-8.206,0.0319,0.814,3.53e-06,0.19,0.0533,85.618,"Edy"
"58","Somos Novios","2006-01-01",38,"album",262306,0.425,0.438,-7.211,0.0346,0.906,0.000138,0.114,0.163,142.196,"Edy"
"59","Vivere","2016-11-18",29,"album",244440,0.383,0.577,-6.943,0.0361,0.434,1.74e-06,0.0969,0.26,135.763,"Edy"
"60","Vivo per lei","2016-11-18",32,"album",266840,0.489,0.454,-6.333,0.0279,0.717,0,0.211,0.251,68.001,"Edy"
"61","Io Ci Sarò","2007-01-01",3,"compilation",289080,0.246,0.293,-9.963,0.0322,0.945,0.00382,0.103,0.15,79.326,"Edy"
"62","Dare To Live (Vivere)","2007-01-01",23,"compilation",258573,0.4,0.423,-8.625,0.0313,0.743,0,0.112,0.212,137.907,"Edy"
"63","Time To Say Goodbye","1996-01-01",54,"album",245626,0.237,0.476,-6.96,0.0326,0.876,0.00217,0.0962,0.391,105.54,"Edy"
"64","Melodramma","2001-01-01",39,"album",247200,0.245,0.5,-5.15,0.0318,0.642,5.79e-05,0.271,0.123,87.736,"Edy"
"65","Wasted","2009-06-17",14,"album",503124,0.787,0.753,-5.778,0.0419,0.000276,0.848,0.615,0.121,127.002,"Edy"
"66","La Llorona","2017-10-27",60,"compilation",165533,0.521,0.589,-6.034,0.209,0.661,0,0.0804,0.348,133.069,"Edy"
"67","Avril 14th","2001-10-22",63,"album",125520,0.558,0.0259,-30.016,0.0458,0.996,0.871,0.0969,0.37,157.811,"Edy"
"68","Guile's Theme (From ""Street Fighter 2"")","2015-08-26",32,"single",142080,0.48,0.837,-7.665,0.0464,0.00173,0.946,0.292,0.768,124.941,"Edy"
"69","Boston","2005",62,"album",245933,0.404,0.571,-5.069,0.0303,0.182,2.08e-05,0.129,0.29,147.01,"Edy"
"70","How Far I'll Go","2016-11-18",72,"compilation",163386,0.571,0.307,-10.958,0.0499,0.649,0,0.178,0.108,83.72,"Edy"
"71","Murder in the City","2008-07-22",34,"album",194426,0.632,0.251,-10.967,0.033,0.92,7.23e-05,0.131,0.251,107.265,"Edy"
"72","Without You (feat. Sandro Cavazza)","2017-08-10",77,"single",181672,0.662,0.858,-4.844,0.0428,0.00163,0,0.0456,0.295,133.993,"Edy"
"73","Levels - Radio Edit","2011-10-28",79,"single",199906,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,"Edy"
"74","Silhouettes - Original Radio Edit","2012-04-27",64,"single",211880,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074,"Edy"
"75","You Make Me","2013-09-16",53,"album",233346,0.586,0.727,-4.799,0.039,0.00247,0.0108,0.152,0.496,124.989,"Edy"
"76","Dear Boy","2013-09-16",41,"album",479333,0.686,0.581,-5.911,0.113,0.000274,0.0987,0.3,0.252,124.995,"Edy"
"77","Wake Me Up","2013-09-16",65,"album",247426,0.532,0.783,-5.697,0.0523,0.00375,0.00123,0.161,0.643,124.084,"Edy"
"78","Sk8er Boi","2002-06-04",76,"album",204000,0.487,0.9,-4.417,0.0482,6.79e-05,0,0.358,0.484,149.937,"Edy"
"79","Roar - From ""Monsters University""/Soundtrack Version","2013-01-01",33,"album",172800,0.775,0.713,-7.245,0.0527,0.000105,0.0103,0.215,0.627,124.998,"Edy"
"80","Something New","2017-07-28",58,"album",247146,0.577,0.851,-3.975,0.0339,0.0197,0.000462,0.118,0.396,129.952,"Edy"
"81","The Kids (feat. Janelle Monáe)","2010-04-27",37,"album",206906,0.761,0.92,-5.773,0.413,0.0916,0,0.365,0.587,139.966,"Edy"
"82","Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)","2010-04-27",59,"album",319293,0.665,0.878,-4.745,0.206,0.00325,0,0.0663,0.394,93.047,"Edy"
"83","So Good","2012-04-27",63,"album",213253,0.66,0.9,-5.02,0.14,0.0403,0,0.219,0.591,85.51,"Edy"
"84","Strange Clouds","2011-11-28",30,"album",226920,0.677,0.714,-4.982,0.221,0.0614,0,0.122,0.845,147.911,"Edy"
"85","Caraluna","2006-05-23",61,"compilation",266160,0.76,0.773,-5.314,0.0675,0.176,0,0.1,0.895,102.789,"Edy"
"86","Pasos de gigantes","2006-05-23",46,"compilation",235893,0.705,0.666,-5.338,0.132,0.288,0,0.0804,0.944,171.503,"Edy"
"87","Mi primer millon","2006-05-23",52,"compilation",237386,0.745,0.924,-3.898,0.0355,0.201,5.01e-05,0.121,0.909,103.033,"Edy"
"88","Everybody (Backstreet's Back) - Extended Version","2001-10-23",63,"compilation",286306,0.792,0.819,-4.933,0.0367,0.00564,0.000163,0.175,0.515,108.056,"Edy"
"89","I Want It That Way","1999-05-18",81,"album",213306,0.689,0.694,-5.83,0.027,0.257,0,0.148,0.482,99.039,"Edy"
"90","Yo No Soy Celoso","2022-05-06",82,"album",230704,0.872,0.588,-6.276,0.0492,0.275,0,0.17,0.93,142.004,"Edy"
"91","Fast Lane","2022-08-05",52,"album",249680,0.535,0.87,-3.842,0.289,0.0458,0,0.246,0.346,86.999,"Edy"
"92","Lighters","2022-08-05",57,"album",303800,0.678,0.687,-8.312,0.252,0.332,0,0.102,0.148,90.022,"Edy"
"93","Shooting Stars - Shazam Dub","2011-01-01",18,"album",230866,0.812,0.941,-5.82,0.348,0.215,0.5,0.541,0.875,121.999,"Edy"
"94","Bagatelle in A Minor, WoO 59, ""Fur Elise""","2005-10-18",4,"compilation",187173,0.274,0.0843,-26.766,0.0462,0.992,0.908,0.0783,0.119,133.658,"Edy"
"95","Symphony No. 94 in G Major, Hob.i:94, ""The Surprise"": II. Andante","2014-04-22",0,"compilation",333466,0.452,0.0118,-21.619,0.0471,0.91,0.0601,0.0925,0.257,134.588,"Edy"
"96","Pompeii","2013-01-01",75,"album",214147,0.679,0.715,-6.383,0.0407,0.0755,0,0.271,0.571,127.435,"Edy"
"97","Elephant Gun","2022-01-28",56,"album",345093,0.211,0.708,-6.008,0.0507,0.798,0.00402,0.0742,0.476,179.794,"Edy"
"98","Vagabond","2011-08-30",46,"album",198973,0.453,0.672,-8.149,0.0308,0.467,0.452,0.117,0.812,79.973,"Edy"
"99","Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","2014-04-16",1,"compilation",435666,0.415,0.202,-16.016,0.0398,0.972,0.884,0.0894,0.112,93.678,"Edy"
"100","Cada Que...","2007",65,"album",223640,0.638,0.738,-4.287,0.0456,0.0615,0.00106,0.0429,0.513,134.954,"Edy"
"101","Cinema","2011-06-07",60,"album",183230,0.482,0.841,-2.622,0.0607,0.0809,0,0.214,0.424,129.818,"Edy"
"102","One Man Can Change The World","2015-02-24",41,"album",254626,0.67,0.58,-6.586,0.144,0.777,0,0.11,0.309,157.996,"Edy"
"103","bad guy","2019-03-29",83,"album",194087,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,"Edy"
"104","Piano Man","2001-10-02",65,"compilation",336093,0.334,0.472,-8.791,0.0277,0.6,3.62e-06,0.317,0.431,179.173,"Edy"
"105","Uptown Girl","2001-10-02",61,"compilation",194866,0.696,0.943,-2.962,0.043,0.0736,0,0.653,0.832,129.002,"Edy"
"106","The Longest Time","2001-10-02",47,"compilation",216640,0.506,0.327,-9.574,0.0286,0.183,0,0.11,0.627,169.588,"Edy"
"107","We Didn't Start the Fire","2001-10-02",55,"compilation",288400,0.711,0.967,-5.204,0.0474,0.0849,0,0.245,0.892,145.02,"Edy"
"108","Fever","2014-05-09",60,"album",246306,0.609,0.674,-6.506,0.0355,0.00378,0.000302,0.129,0.743,127.541,"Edy"
"109","Paranoid","1970-09-18",80,"album",168440,0.429,0.631,-11.514,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,"Edy"
"110","Feeling This","2003-11-01",69,"album",172645,0.411,0.962,-5.952,0.0917,0.103,0,0.529,0.622,173.143,"Edy"
"111","I Miss You","2003-11-01",76,"album",227250,0.423,0.714,-8.295,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,"Edy"
"112","Adam's Song","1999-06-01",72,"album",249626,0.52,0.775,-5.803,0.0348,0.034,0,0.364,0.382,136.028,"Edy"
"113","Heart Of Glass","1978-09-23",63,"album",229423,0.77,0.654,-6.108,0.0361,0.0539,0.00047,0.0819,0.685,114.82,"Edy"
"114","Phone Sex","2012-07-16",31,"single",257959,0.656,0.733,-5.646,0.0372,0.242,0.036,0.122,0.41,128.041,"Edy"
"115","Far l'amore - Original Club Version","2011-06-10",28,"single",384739,0.887,0.675,-6.02,0.147,0.00459,0.0206,0.0711,0.235,128.015,"Edy"
"116","You Give Love A Bad Name","1986-08-16",81,"album",222706,0.541,0.96,-2.947,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,"Edy"
"117","Livin' On A Prayer","1986-08-16",84,"album",249293,0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,"Edy"
"118","It's My Life - 2003 Acoustic Version","2003-01-01",10,"compilation",222080,0.492,0.361,-8.085,0.0279,0.595,0,0.111,0.151,114.9,"Edy"
"119","Wanted Dead Or Alive","1986-08-16",74,"album",308666,0.252,0.802,-3.976,0.0391,0.13,0.0146,0.309,0.253,150.056,"Edy"
"120","Total Eclipse of the Heart","1983-04-11",61,"album",418000,0.439,0.512,-12.871,0.0514,0.348,0,0.154,0.197,131.351,"Edy"
"121","More Than a Feeling","1976",78,"album",285133,0.377,0.681,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789,"Edy"
"122","Peace of Mind","1976",67,"album",303586,0.419,0.677,-6.183,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,"Edy"
"123","Crossfire","2010-01-01",31,"album",256133,0.575,0.686,-6.699,0.0269,0.00391,0.00102,0.204,0.355,110.035,"Edy"
"124","Runaway Baby","2010-10-05",71,"album",148448,0.658,0.762,-3.028,0.0425,0.263,0,0.127,0.823,163.864,"Edy"
"125","Grenade","2011-02-08",52,"single",222091,0.704,0.558,-7.273,0.0542,0.148,0,0.107,0.245,110.444,"Edy"
"126","Just the Way You Are","2010-10-05",82,"album",220734,0.635,0.841,-5.379,0.0422,0.0134,0,0.0622,0.424,109.021,"Edy"
"127","Locked out of Heaven","2012-12-07",86,"album",233478,0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,143.994,"Edy"
"128","Summer Of '69","1984-11-05",81,"album",216053,0.508,0.834,-6.205,0.0386,0.0183,0,0.0732,0.774,139.131,"Edy"
"129","Dynamite","2020-11-20",83,"album",199053,0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,"Edy"
"130","Butter","2021-06-04",74,"single",164441,0.759,0.459,-5.187,0.0948,0.00323,0,0.0906,0.695,109.997,"Edy"
"131","Boy With Luv (Feat. Halsey)","2020-02-21",69,"album",229773,0.645,0.862,-4.761,0.0845,0.0933,0,0.193,0.803,119.947,"Edy"
"132","Jerk It Out","2003-04-21",49,"album",195666,0.58,0.981,-2.603,0.06,0.0171,1.07e-05,0.386,0.861,134.007,"Edy"
"133","Bounce (feat. Kelis) - Radio Edit","2012-10-29",62,"album",222186,0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941,"Edy"
"134","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","2017-06-30",77,"album",223413,0.893,0.745,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,"Edy"
"135","You Used to Hold Me","2009-08-17",50,"album",229173,0.626,0.968,-6.014,0.0462,0.0205,0,0.321,0.176,128.969,"Edy"
"136","Flashback","2009-08-17",55,"album",227880,0.266,0.95,-5.646,0.05,0.00212,0.000991,0.0922,0.158,127.986,"Edy"
"137","Sweet Nothing (feat. Florence Welch)","2012-10-29",72,"album",212560,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934,"Edy"
"138","We'll Be Coming Back (feat. Example)","2012-11-19",15,"album",236467,0.598,0.959,-4.339,0.0831,0.0014,0,0.588,0.529,127.941,"Edy"
"139","Feel So Close - Radio Edit","2012-10-29",79,"album",206413,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,"Edy"
"140","I Need Your Love (feat. Ellie Goulding)","2012-10-29",70,"album",234506,0.695,0.869,-5.066,0.0483,0.41,0,0.237,0.58,124.989,"Edy"
"141","Drinking from the Bottle (feat. Tinie Tempah)","2012-10-29",61,"album",240346,0.665,0.886,-4.175,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,"Edy"
"142","Thinking About You (feat. Ayah Marar)","2012-10-29",66,"album",247933,0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985,"Edy"
"143","Under Control (feat. Hurts) - Extended Mix","2013-12-08",43,"single",336613,0.643,0.9,-5.102,0.0644,0.0388,0.0563,0.0604,0.148,126.023,"Edy"
"144","Safe And Sound","2013",82,"album",192789,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,"Edy"
"145","Recuérdame","2017-10-27",54,"compilation",163328,0.462,0.583,-7.694,0.0335,0.12,5.57e-06,0.377,0.435,80.091,"Edy"
"146","Como Le Gusta a Tu Cuerpo (feat. Michel Teló)","2013-04-21",50,"album",230040,0.614,0.954,-4.265,0.0386,0.0419,0,0.367,0.743,106.01,"Edy"
"147","Ella Es Mi Fiesta","2014-05-13",61,"album",246733,0.671,0.872,-4.529,0.0701,0.0622,0,0.0917,0.757,116.96,"Edy"
"148","Volví a Nacer","2013-04-21",66,"album",222213,0.588,0.812,-4.172,0.0429,0.0171,0,0.111,0.512,97.98,"Edy"
"149","Circle of Life - From ""The Lion King""/ Soundtrack","1994-01-01",65,"compilation",239146,0.402,0.391,-16.112,0.0406,0.0634,0,0.296,0.568,83.789,"Edy"
"150","Le nozze di Figaro, K. 492 / Act 2: ""Voi che sapete""","2001-01-01",5,"compilation",170160,0.355,0.101,-19.24,0.0576,0.983,0.000471,0.124,0.154,117.135,"Edy"
"151","La Vida Es Un Carnaval","2022-11-18",0,"compilation",278866,0.814,0.701,-6.508,0.0703,0.489,0.00116,0.294,0.856,104.029,"Edy"
"152","It's All Coming Back to Me Now - Radio Version","1999-11-12",21,"compilation",329666,0.365,0.51,-8.146,0.0543,0.723,0,0.0946,0.326,174.949,"Edy"
"153","James Bond","2008-10-15",5,"album",105973,0.587,0.716,-3.797,0.0272,0.868,0.815,0.13,0.272,142.968,"Edy"
"154","Believe","1998",76,"album",239026,0.652,0.917,-6.72,0.0548,0.0082,0,0.0509,0.459,132.975,"Edy"
"155","I'll Make a Man Out of You","1998-01-01",71,"compilation",201680,0.672,0.322,-17.669,0.0339,0.144,2.96e-05,0.074,0.496,113.852,"Edy"
"156","Seven Days - Live","2009-01-01",22,"album",293266,0.44,0.778,-8.461,0.307,0.576,0,0.986,0.455,124.77,"Edy"
"157","Cinema Paradiso","2009-01-01",33,"album",439053,0.223,0.189,-16.028,0.0372,0.961,0.893,0.77,0.0704,103.462,"Edy"
"158","Glad To Be Unhappy","2009-01-01",23,"album",333093,0.274,0.166,-13.177,0.0405,0.906,0.0267,0.7,0.142,178.568,"Edy"
"159","Hallelujah","2009-01-01",23,"album",180453,0.389,0.0385,-20.531,0.0344,0.985,0.688,0.698,0.159,69.358,"Edy"
"160","Italia","2011-01-01",27,"album",334906,0.371,0.114,-15.47,0.0408,0.924,0.00188,0.103,0.186,121.349,"Edy"
"161","Beautiful People","2012",21,"compilation",226261,0.418,0.82,-5.29,0.211,0.0638,0.00229,0.0839,0.544,127.661,"Edy"
"162","Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","2011-03-22",70,"album",222586,0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155,"Edy"
"163","Tubthumping","1997-09-01",61,"album",278960,0.263,0.871,-7.496,0.131,0.106,0,0.363,0.622,206.68,"Edy"
"164","Should I Stay or Should I Go - Remastered","2013-09-09",24,"compilation",188986,0.743,0.836,-6.465,0.116,0.0804,0,0.384,0.82,113.375,"Edy"
"165","Comme d'habitude","1997-01-01",18,"album",250160,0.318,0.383,-12.495,0.0349,0.1,0,0.295,0.532,85.166,"Edy"
"166","Rather Be (feat. Jess Glynne)","2015",49,"album",227833,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,"Edy"
"167","Symphony (feat. Zara Larsson)","2018-11-30",75,"album",212733,0.715,0.605,-5.128,0.0428,0.239,1.41e-05,0.189,0.454,122.956,"Edy"
"168","Christmas Lights","2010-12-01",71,"single",242495,0.315,0.418,-9.146,0.0299,0.131,0.000679,0.0836,0.237,129.116,"Edy"
"169","Moving to Mars","2011-06-26",38,"single",258873,0.263,0.315,-10.797,0.03,0.0217,0.163,0.109,0.196,142.657,"Edy"
"170","Fix You","2021-07-09",1,"compilation",295533,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,"Edy"
"171","Always in My Head","2014-05-19",65,"album",216626,0.495,0.502,-9.307,0.0259,0.0127,0.689,0.068,0.0394,97.546,"Edy"
"172","Magic","2014-05-19",74,"album",285014,0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,"Edy"
"173","Ink","2014-05-19",61,"album",228373,0.688,0.705,-7.311,0.0323,0.0647,0.124,0.118,0.696,112.019,"Edy"
"174","True Love","2014-05-19",56,"album",246000,0.482,0.573,-7.966,0.028,0.00376,0.077,0.123,0.184,119.991,"Edy"
"175","Another's Arms","2014-05-19",53,"album",234413,0.516,0.572,-9.037,0.0291,0.00715,0.254,0.139,0.351,160.023,"Edy"
"176","Oceans","2014-05-19",52,"album",321680,0.194,0.132,-15.783,0.0349,0.919,0.181,0.159,0.04,74.845,"Edy"
"177","A Sky Full of Stars","2014-05-19",83,"album",267866,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,"Edy"
"178","O","2014-05-19",62,"album",323480,0.371,0.216,-14.727,0.0358,0.911,0.826,0.0934,0.0645,136.998,"Edy"
"179","Birds","2015-12-04",63,"album",229093,0.559,0.841,-5.584,0.0332,0.000315,0.437,0.0816,0.147,105.009,"Edy"
"180","Hymn for the Weekend","2015-12-04",84,"album",258266,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,"Edy"
"181","Everglow","2015-12-04",68,"album",282693,0.534,0.445,-9.155,0.0292,0.456,0.0684,0.112,0.136,146.107,"Edy"
"182","Adventure of a Lifetime","2015-12-04",78,"album",263786,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,"Edy"
"183","Fun (feat. Tove Lo)","2015-12-04",57,"album",267533,0.485,0.735,-5.125,0.0354,0.271,7.49e-06,0.0853,0.216,134.021,"Edy"
"184","Army of One","2015-12-04",56,"album",376826,0.387,0.659,-6.492,0.0434,0.275,6.44e-05,0.0861,0.287,146.048,"Edy"
"185","Amazing Day","2015-12-04",58,"album",271106,0.451,0.636,-5.796,0.0274,0.017,0.435,0.141,0.289,97.041,"Edy"
"186","Hurts Like Heaven - Live","2012-11-19",42,"album",256333,0.398,0.918,-6.944,0.0531,0.000429,0.0386,0.944,0.103,89.992,"Edy"
"187","Up in Flames","2011-10-24",49,"album",193240,0.641,0.244,-11.051,0.0301,0.235,0.0337,0.104,0.337,76.006,"Edy"
"188","Lost+ (with Jay-Z)","2008-11-07",39,"single",256902,0.242,0.804,-7.019,0.0595,0.00814,0.515,0.36,0.402,174.247,"Edy"
